NM,DATE(GAME),OPP,PA,AB,RBI,R,H,2B,3B,HR,TB,SO,SB,CS,AVG,SAC,SF,BB,IBB,HBP,GIDP,TP,LOB,PO,A,DP,TP2,E,CS2,PB,DATE,GAME
郭嚴文,,統一7-ELEVEn,6,6,0,0,1,0.0,0.0,0.0,,2,0,0.0,0.269,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
楊瑞承,,統一7-ELEVEn,6,6,0,1,2,0.0,0.0,0.0,,2,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-02,221
余德龍,,統一7-ELEVEn,6,6,0,1,3,0.0,0.0,0.0,,0,0,0.0,0.311,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
陽耀勳,,統一7-ELEVEn,6,6,1,1,4,2.0,0.0,0.0,,2,0,0.0,0.326,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
蘇智傑,,樂天,3,3,1,1,1,1.0,0.0,0.0,,1,0,0.0,0.32,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
羅國龍,,樂天,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.171,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-02,221
陳傑憲,,樂天,5,4,1,0,1,0.0,0.0,0.0,,2,0,0.0,0.363,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
郭阜林,,樂天,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.303,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-02,221
陳鏞基,,樂天,3,2,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.353,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
唐肇廷,,樂天,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.35600000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
林安可,,樂天,4,4,0,0,2,0.0,0.0,0.0,,1,0,0.0,0.313,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
陳重廷,,樂天,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.289,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
高國慶,,樂天,3,3,0,0,2,0.0,0.0,0.0,,0,0,0.0,0.314,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
潘傑楷,,樂天,1,1,0,0,1,1.0,0.0,0.0,,0,0,0.0,0.246,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
林祖傑,,樂天,2,2,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.257,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
林靖凱,,樂天,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.227,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-02,221
林祐樂,,樂天,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.248,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
陳重羽,,樂天,3,3,0,1,3,2.0,0.0,0.0,,0,0,0.0,0.279,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
王威晨,,富邦,5,4,0,1,1,0.0,0.0,0.0,,0,1,0.0,0.344,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
張志豪,,富邦,5,5,0,0,2,0.0,0.0,0.0,,2,0,0.0,0.29600000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
許基宏,,富邦,4,4,3,2,3,0.0,0.0,1.0,,1,0,0.0,0.31,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
周思齊,,富邦,4,4,0,0,1,0.0,0.0,0.0,,2,0,0.0,0.329,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
潘志芳,,富邦,0,0,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
林智勝,,富邦,1,1,2,1,1,0.0,0.0,1.0,,0,0,0.0,0.265,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
詹子賢,,富邦,5,5,2,1,1,0.0,0.0,1.0,,1,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
岳東華,,富邦,4,3,0,0,2,0.0,1.0,0.0,,0,0,1.0,0.275,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
江坤宇,,富邦,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.313,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
陳家駒,,富邦,4,3,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.31,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
吳東融,,富邦,4,4,0,1,2,0.0,0.0,0.0,,0,0,0.0,0.295,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
李宗賢,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.317,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
張進德,,中信兄弟,4,4,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.358,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
高國輝,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.317,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
林益全,,中信兄弟,4,4,0,0,2,0.0,0.0,0.0,,1,0,0.0,0.316,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-02,222
林哲瑄,,中信兄弟,4,2,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.287,0.0,0.0,2,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
辛元旭,,中信兄弟,3,3,0,0,1,0.0,0.0,0.0,,2,0,0.0,0.293,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
蔣智賢,,中信兄弟,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.315,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
張正偉,,中信兄弟,2,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.295,0.0,0.0,0,,1.0,0.0,,,,,,,1.0,,,2020-10-02,222
高國麟,,中信兄弟,2,2,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.285,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
陳凱倫,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.27,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
戴培峰,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.257,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,222
陳晨威,,統一7-ELEVEn,5,5,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.289,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
林立,,統一7-ELEVEn,5,5,0,2,3,1.0,0.0,0.0,,1,0,0.0,0.362,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-03,223
藍寅倫,,統一7-ELEVEn,5,4,0,2,3,0.0,0.0,0.0,,0,0,0.0,0.319,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-10-03,223
林泓育,,統一7-ELEVEn,5,4,1,1,1,0.0,0.0,0.0,,1,0,0.0,0.313,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
廖健富,,統一7-ELEVEn,5,4,2,1,1,0.0,0.0,0.0,,0,0,0.0,0.338,0.0,0.0,0,,1.0,1.0,,,,,,,0.0,,,2020-10-03,223
郭嚴文,,統一7-ELEVEn,4,3,1,1,1,0.0,0.0,0.0,,0,0,0.0,0.269,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
楊瑞承,,統一7-ELEVEn,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.312,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
朱育賢,,統一7-ELEVEn,2,2,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.36,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
詹智堯,,統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.268,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
余德龍,,統一7-ELEVEn,4,4,3,1,1,0.0,0.0,1.0,,0,0,0.0,0.309,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
陽耀勳,,統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.319,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
陳俊秀,,統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.308,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
陳傑憲,,樂天,5,4,0,3,1,0.0,0.0,0.0,,0,2,0.0,0.362,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
林安可,,樂天,5,4,1,1,2,0.0,0.0,1.0,,1,0,0.0,0.315,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
陳鏞基,,樂天,5,4,1,2,3,0.0,0.0,0.0,,0,0,0.0,0.359,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
高國慶,,樂天,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.314,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
蘇智傑,,樂天,5,5,2,0,2,0.0,2.0,0.0,,1,0,0.0,0.321,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-03,223
潘傑楷,,樂天,4,4,0,1,1,0.0,0.0,0.0,,1,1,0.0,0.247,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
林祖傑,,樂天,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.257,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
郭阜林,,樂天,1,1,2,0,1,1.0,0.0,0.0,,0,0,0.0,0.306,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
唐肇廷,,樂天,5,5,0,1,2,0.0,0.0,0.0,,1,0,0.0,0.35700000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
陳重廷,,樂天,4,4,1,1,2,1.0,1.0,0.0,,1,0,0.0,0.293,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
林靖凱,,樂天,3,3,3,1,1,0.0,0.0,1.0,,0,0,0.0,0.229,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
林祐樂,,樂天,3,3,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.244,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
羅暐捷,,樂天,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.25,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
陳重羽,,樂天,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.279,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,223
王威晨,,富邦,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.344,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
張志豪,,富邦,4,4,1,0,0,0.0,0.0,0.0,,3,0,0.0,0.292,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
許基宏,,富邦,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.306,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
林智勝,,富邦,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.261,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
周思齊,,富邦,2,1,1,1,1,0.0,0.0,1.0,,0,0,0.0,0.331,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
詹子賢,,富邦,4,4,0,0,1,1.0,0.0,0.0,,1,0,0.0,0.332,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
潘志芳,,富邦,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
陳家駒,,富邦,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.31,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
吳東融,,富邦,3,3,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.292,1.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
江坤宇,,富邦,4,4,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.309,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
高宇杰,,富邦,3,2,0,1,1,0.0,0.0,0.0,,0,0,0.0,0.235,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
岳政華,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.429,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
岳東華,,富邦,3,2,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.277,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
李宗賢,,中信兄弟,4,3,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.315,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
張進德,,中信兄弟,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.355,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
高國輝,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.313,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
蔣智賢,,中信兄弟,4,3,0,1,1,0.0,0.0,0.0,,2,0,0.0,0.315,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
于森旭,,中信兄弟,0,0,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.196,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
林哲瑄,,中信兄弟,4,3,0,1,0,0.0,0.0,0.0,,1,0,0.0,0.28300000000000003,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
范國宸,,中信兄弟,4,3,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.279,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
申皓瑋,,中信兄弟,3,3,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.284,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
林益全,,中信兄弟,1,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.316,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
張正偉,,中信兄弟,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.295,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
陳凱倫,,中信兄弟,4,4,3,0,2,0.0,0.0,0.0,,0,0,0.0,0.278,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
林宥穎,,中信兄弟,3,3,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.254,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-03,224
陳晨威,,統一7-ELEVEn,5,4,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.287,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
林立,,統一7-ELEVEn,5,4,0,1,2,0.0,0.0,0.0,,0,0,0.0,0.364,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
藍寅倫,,統一7-ELEVEn,5,4,0,0,2,0.0,0.0,0.0,,1,0,0.0,0.322,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
林泓育,,統一7-ELEVEn,3,3,1,0,2,0.0,0.0,0.0,,0,0,0.0,0.316,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-04,225
劉時豪,,統一7-ELEVEn,1,1,1,1,1,0.0,0.0,1.0,,0,0,0.0,0.139,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
朱育賢,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.359,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-04,225
陽耀勳,,統一7-ELEVEn,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.316,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
廖健富,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.337,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
陳俊秀,,統一7-ELEVEn,3,3,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.305,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
楊瑞承,,統一7-ELEVEn,1,0,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.312,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-10-04,225
郭嚴文,,統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.269,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
余德龍,,統一7-ELEVEn,4,4,1,0,1,1.0,0.0,0.0,,1,0,0.0,0.306,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-04,225
林承飛,,統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,,2,0,0.0,0.28300000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
陳傑憲,,樂天,5,5,0,2,3,1.0,0.0,0.0,,0,0,0.0,0.364,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
林安可,,樂天,4,3,0,2,2,0.0,0.0,0.0,,0,1,0.0,0.317,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
羅國龍,,樂天,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.16699999999999998,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
蘇智傑,,樂天,4,3,2,0,2,1.0,0.0,0.0,,0,0,0.0,0.32299999999999995,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
陳重羽,,樂天,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.277,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
郭阜林,,樂天,3,3,1,0,0,0.0,0.0,0.0,,1,0,0.0,0.302,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
林祖傑,,樂天,1,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.257,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-10-04,225
潘傑楷,,樂天,3,3,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.25,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
高國慶,,樂天,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.31,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
唐肇廷,,樂天,4,4,2,1,2,0.0,0.0,1.0,,0,0,0.0,0.361,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
陳重廷,,樂天,4,4,0,2,2,0.0,0.0,0.0,,0,0,0.0,0.297,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-04,225
林靖凱,,樂天,4,4,0,1,2,0.0,0.0,0.0,,0,0,0.0,0.232,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
林祐樂,,樂天,3,3,2,0,1,0.0,0.0,0.0,,0,0,0.0,0.245,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,225
王威晨,,富邦,5,4,1,0,1,0.0,0.0,0.0,,1,0,0.0,0.343,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
陳文杰,,富邦,5,5,0,0,1,0.0,0.0,0.0,,2,0,0.0,0.29600000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
許基宏,,富邦,5,5,1,2,2,0.0,0.0,1.0,,1,0,0.0,0.308,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
周思齊,,富邦,5,5,1,1,3,1.0,0.0,1.0,,0,0,0.0,0.335,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
詹子賢,,富邦,5,5,1,0,2,1.0,0.0,0.0,,0,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
岳東華,,富邦,5,4,0,1,1,0.0,0.0,0.0,,2,0,0.0,0.277,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
江坤宇,,富邦,4,4,0,1,1,0.0,1.0,0.0,,0,0,0.0,0.309,1.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
陳家駒,,富邦,3,2,0,0,1,1.0,0.0,0.0,,0,0,0.0,0.313,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
潘志芳,,富邦,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
高宇杰,,富邦,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.234,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
岳政華,,富邦,2,2,0,0,0,0.0,0.0,0.0,,0,0,1.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
張志豪,,富邦,2,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.292,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
李宗賢,,中信兄弟,5,5,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.312,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
林哲瑄,,中信兄弟,4,4,1,1,1,0.0,0.0,1.0,,0,0,0.0,0.282,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
林益全,,中信兄弟,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.315,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
張進德,,中信兄弟,5,4,0,0,3,2.0,0.0,0.0,,1,0,0.0,0.365,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
蔣智賢,,中信兄弟,5,5,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.309,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
范國宸,,中信兄弟,4,4,0,1,2,0.0,0.0,0.0,,1,0,0.0,0.282,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
高國輝,,中信兄弟,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.312,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
高國麟,,中信兄弟,4,4,2,2,2,1.0,0.0,1.0,,2,0,0.0,0.28800000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
張正偉,,中信兄弟,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.295,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
申皓瑋,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,1,1,0.0,0.279,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
陳凱倫,,中信兄弟,4,3,1,0,2,0.0,0.0,0.0,,1,0,1.0,0.287,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
林宥穎,,中信兄弟,4,4,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.249,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-04,226
陳傑憲,,富邦,5,4,0,0,1,0.0,0.0,0.0,,1,1,0.0,0.363,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
林安可,,富邦,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.317,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
蘇智傑,,富邦,4,4,1,1,1,0.0,0.0,1.0,,0,0,0.0,0.32299999999999995,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
陳鏞基,,富邦,3,3,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.355,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
潘武雄,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.212,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
林祖傑,,富邦,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.257,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
潘傑楷,,富邦,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.25,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
唐肇廷,,富邦,4,4,0,1,3,1.0,0.0,0.0,,1,0,0.0,0.3720000000000001,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
陳重廷,,富邦,4,4,1,1,2,1.0,0.0,0.0,,0,0,0.0,0.3,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-06,227
林靖凱,,富邦,3,3,1,1,2,0.0,1.0,0.0,,1,0,1.0,0.237,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
郭阜林,,富邦,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.301,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
林祐樂,,富邦,3,3,1,0,1,0.0,0.0,0.0,,0,0,0.0,0.247,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
陳重羽,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.276,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
李宗賢,,統一7-ELEVEn,3,3,1,0,2,0.0,0.0,0.0,,0,0,1.0,0.314,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
張進德,,統一7-ELEVEn,4,4,1,1,1,0.0,0.0,1.0,,1,0,0.0,0.362,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
高國輝,,統一7-ELEVEn,4,4,1,1,1,0.0,0.0,1.0,,3,0,0.0,0.311,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-06,227
