NM,DATE(GAME),OPP,PA,AB,RBI,R,H,2B,3B,HR,TB,SO,SB,CS,AVG,SAC,SF,BB,IBB,HBP,GIDP,TP,LOB,PO,A,DP,TP2,E,CS2,PB,DATE,GAME
楊晉豪,06/03(74),統一7-ELEVEn,2,2,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.185,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-03,74
潘武雄,06/03(74),富邦,4,3,0,1,0,0.0,0.0,0.0,0.0,2,0,0.0,0.188,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-03,74
高國麟,06/04(75),統一7-ELEVEn,4,3,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.33,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
陳重羽,06/04(75),富邦,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
唐肇廷,06/04(75),富邦,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.312,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
吳桀睿,06/04(75),富邦,4,4,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.343,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
林益全,06/04(75),統一7-ELEVEn,4,3,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.28,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
林靖凱,06/04(75),富邦,3,2,0,1,0,0.0,0.0,0.0,0.0,0,1,0.0,0.248,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
李宗賢,06/04(75),統一7-ELEVEn,3,3,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.306,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
林安可,06/04(75),富邦,5,5,1,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.34600000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
胡金龍,06/04(75),統一7-ELEVEn,4,4,1,2,2,0.0,0.0,1.0,5.0,1,0,0.0,0.327,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
陳傑憲,06/04(75),富邦,5,3,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.388,0.0,0.0,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
陳鏞基,06/04(75),富邦,5,5,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.316,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
辛元旭,06/04(75),統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
鄧志偉,06/04(75),富邦,1,1,0,0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
陳重廷,06/04(75),富邦,2,2,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
王正棠,06/04(75),統一7-ELEVEn,4,4,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.293,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
蘇智傑,06/04(75),富邦,4,3,1,1,1,0.0,0.0,1.0,4.0,1,0,1.0,0.308,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-04,75
高國輝,06/04(75),統一7-ELEVEn,4,2,2,1,1,1.0,0.0,0.0,2.0,0,0,0.0,0.314,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
潘武雄,06/04(75),富邦,4,3,1,1,1,0.0,0.0,1.0,4.0,0,0,0.0,0.211,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
高孝儀,06/04(75),統一7-ELEVEn,4,4,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
林祖傑,06/04(75),富邦,2,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.28600000000000003,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
林宥穎,06/04(75),統一7-ELEVEn,4,3,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.154,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04,75
林泓育,06/05(77),富邦,4,4,0,0,1,0.0,0.0,0.0,1.0,2,0,0.0,0.412,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
鄧志偉,06/05(76),中信兄弟,5,5,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.245,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
陳晨威,06/05(77),富邦,5,5,2,1,2,0.0,0.0,1.0,5.0,0,0,1.0,0.299,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-05,77
陳重廷,06/05(76),中信兄弟,4,3,0,1,0,0.0,0.0,0.0,0.0,1,1,0.0,0.182,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
陳文杰,06/05(76),統一7-ELEVEn,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.241,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
林承飛,06/05(77),富邦,3,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.281,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
余德龍,06/05(77),富邦,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.417,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
王威晨,06/05(76),統一7-ELEVEn,5,4,1,2,0,0.0,0.0,0.0,0.0,1,1,0.0,0.369,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
蘇智傑,06/05(76),中信兄弟,5,2,4,2,2,0.0,0.0,2.0,8.0,0,0,0.0,0.319,0.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
蘇緯達,06/05(76),統一7-ELEVEn,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.342,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
李宗賢,06/05(77),樂天,4,3,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.307,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
江坤宇,06/05(76),統一7-ELEVEn,4,3,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.35700000000000004,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
王正棠,06/05(77),樂天,5,5,0,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.287,0.0,0.0,0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
戴培峰,06/05(77),樂天,3,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.289,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
岳東華,06/05(76),統一7-ELEVEn,4,2,1,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.29100000000000004,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
廖健富,06/05(77),富邦,4,4,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.377,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-06-05,77
潘武雄,06/05(76),中信兄弟,5,5,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.16699999999999998,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
辛元旭,06/05(77),樂天,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
林書逸,06/05(76),統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
胡金龍,06/05(77),樂天,5,3,3,1,2,0.0,0.0,1.0,5.0,0,0,0.0,0.336,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
郭阜林,06/05(76),中信兄弟,5,5,2,1,3,0.0,0.0,1.0,6.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
黃鈞聲,06/05(76),統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
陳重羽,06/05(76),中信兄弟,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.262,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
吳東融,06/05(76),統一7-ELEVEn,5,4,2,0,3,0.0,0.0,0.0,3.0,0,0,0.0,0.397,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
成晉,06/05(77),富邦,4,4,0,0,2,0.0,0.0,0.0,2.0,1,0,0.0,0.31,0.0,0.0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
范國宸,06/05(77),樂天,1,1,0,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.306,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
郭嚴文,06/05(77),富邦,4,4,1,2,2,0.0,0.0,1.0,5.0,1,0,0.0,0.29,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
林靖凱,06/05(76),中信兄弟,3,3,0,1,1,1.0,0.0,0.0,2.0,1,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
高國輝,06/05(77),樂天,4,4,0,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.308,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
唐肇廷,06/05(76),中信兄弟,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.312,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
周思齊,06/05(76),統一7-ELEVEn,5,5,0,1,2,1.0,0.0,0.0,3.0,2,0,0.0,0.295,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
藍寅倫,06/05(77),富邦,1,1,1,1,1,1.0,0.0,0.0,2.0,0,0,0.0,0.34,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
張正偉,06/05(77),樂天,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.28600000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
高孝儀,06/05(77),樂天,4,4,0,1,2,0.0,0.0,0.0,2.0,1,0,0.0,0.375,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
詹子賢,06/05(76),統一7-ELEVEn,4,4,2,1,2,1.0,0.0,0.0,3.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
林安可,06/05(76),中信兄弟,5,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.336,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
梁家榮,06/05(77),富邦,4,3,1,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.32,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
朱育賢,06/05(77),富邦,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.345,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
高國麟,06/05(77),樂天,4,4,1,1,1,0.0,0.0,1.0,4.0,1,0,0.0,0.326,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
陳傑憲,06/05(76),中信兄弟,5,4,1,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.392,0.0,0.0,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
高宇杰,06/05(76),統一7-ELEVEn,3,3,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
林立,06/05(77),富邦,4,4,1,1,2,0.0,0.0,1.0,5.0,0,1,0.0,0.392,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
張志豪,06/05(76),統一7-ELEVEn,5,5,1,2,3,0.0,0.0,0.0,3.0,1,0,0.0,0.353,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
許基宏,06/05(76),統一7-ELEVEn,4,3,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.317,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,76
林益全,06/05(77),樂天,4,3,0,0,1,0.0,0.0,0.0,1.0,1,1,0.0,0.282,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05,77
陳俊秀,06/06(79),富邦,4,4,1,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.321,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
張志豪,06/06(78),統一7-ELEVEn,4,3,0,2,1,0.0,0.0,0.0,1.0,0,0,0.0,0.35200000000000004,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
胡金龍,06/06(79),樂天,3,3,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.327,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
藍寅倫,06/06(79),富邦,4,4,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.337,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
郭阜林,06/06(78),中信兄弟,3,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.324,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
林祖傑,06/06(78),中信兄弟,4,2,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.292,0.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
吳桀睿,06/06(78),中信兄弟,4,4,1,1,2,1.0,0.0,0.0,3.0,0,0,0.0,0.359,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
陳重廷,06/06(78),中信兄弟,2,2,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.231,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
高孝儀,06/06(79),樂天,4,4,0,1,2,1.0,0.0,0.0,3.0,0,0,0.0,0.417,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
許基宏,06/06(78),統一7-ELEVEn,5,5,2,2,2,0.0,0.0,1.0,5.0,0,0,0.0,0.32299999999999995,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
申皓瑋,06/06(79),樂天,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
朱育賢,06/06(79),富邦,4,4,2,2,2,1.0,0.0,1.0,6.0,0,0,0.0,0.35100000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
王正棠,06/06(79),樂天,4,3,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.289,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
林靖凱,06/06(78),中信兄弟,2,2,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.246,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
李宗賢,06/06(79),樂天,5,5,0,2,1,0.0,0.0,0.0,1.0,1,0,0.0,0.302,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
郭嚴文,06/06(79),富邦,4,4,2,1,3,2.0,0.0,0.0,5.0,0,0,0.0,0.306,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
詹子賢,06/06(78),統一7-ELEVEn,4,4,5,3,4,0.0,0.0,1.0,7.0,0,0,0.0,0.355,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
陳晨威,06/06(79),富邦,5,4,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.29100000000000004,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
陳鏞基,06/06(78),中信兄弟,1,1,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.32299999999999995,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
岳東華,06/06(78),統一7-ELEVEn,5,5,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.287,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
吳東融,06/06(78),統一7-ELEVEn,6,4,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.378,0.0,0.0,0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
陳文杰,06/06(78),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
林智平,06/06(79),富邦,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,1.0,0.475,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-06,79
林宥穎,06/06(79),樂天,4,4,2,1,2,1.0,0.0,0.0,3.0,1,0,0.0,0.179,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
林泓育,06/06(79),富邦,4,4,0,1,1,0.0,0.0,0.0,1.0,2,0,0.0,0.404,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
周思齊,06/06(78),統一7-ELEVEn,5,3,1,2,2,1.0,0.0,0.0,3.0,1,1,0.0,0.312,0.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
蘇智傑,06/06(78),中信兄弟,4,4,2,1,1,0.0,0.0,1.0,4.0,2,0,0.0,0.317,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
郭永維,06/06(79),富邦,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
林安可,06/06(78),中信兄弟,3,3,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.336,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
鄧志偉,06/06(78),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.226,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
林立,06/06(79),富邦,5,4,0,0,2,0.0,0.0,0.0,2.0,1,0,1.0,0.395,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-06,79
林祐樂,06/06(78),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.22,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
王威晨,06/06(78),統一7-ELEVEn,5,4,0,1,0,0.0,0.0,0.0,0.0,1,0,0.0,0.359,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
廖健富,06/06(79),富邦,4,3,0,1,0,0.0,0.0,0.0,0.0,1,0,0.0,0.362,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
辛元旭,06/06(79),樂天,4,3,0,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.308,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
高國麟,06/06(79),樂天,5,5,1,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.32,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
林書逸,06/06(78),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.32,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
高國輝,06/06(79),樂天,5,4,2,2,1,0.0,0.0,1.0,4.0,2,0,0.0,0.302,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
陳傑憲,06/06(78),中信兄弟,4,4,0,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.388,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
林益全,06/06(79),樂天,2,2,2,1,2,1.0,0.0,1.0,6.0,0,0,0.0,0.295,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
蘇緯達,06/06(78),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.339,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
唐肇廷,06/06(78),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.306,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
黃鈞聲,06/06(78),統一7-ELEVEn,5,4,5,1,2,1.0,0.0,1.0,6.0,2,0,0.0,0.333,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
范國宸,06/06(79),樂天,5,5,1,1,2,1.0,0.0,0.0,3.0,1,0,0.0,0.312,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,79
